Tests,Fog,Kincaid,Flesch
5509,8.77220569067703,6.77141738189509,72.9667746477141
5958,8.70043055248656,6.67353890038368,73.5522402456091
5958,8.70043055248656,6.67353890038368,73.5522402456091
6035,8.75735209581329,6.72543589554351,73.3281144404673
6338,8.64103318319698,6.67782158286608,73.384805175108
6383,8.607863729046,6.64288691603963,73.5183856619571
6383,8.607863729046,6.64288691603963,73.5183856619571
6955,8.73838881883741,6.72566826635266,73.3951803183639
6956,8.73411708039079,6.77017663720095,73.0421045588751
6971,8.74672396541424,6.7843245229953,72.9978802454537
7015,8.75277398355789,6.78981886671281,73.0122575797567
7486,8.77223513694055,6.80140621242485,72.9630952905812
7526,8.76291989664083,6.79055121816168,72.9706655131045
7535,8.77203829412483,6.80122950560633,72.9259130091732
8118,8.70060789821792,6.75401903729857,73.0729872069786
8118,8.70060789821792,6.75401903729857,73.0729872069786
8118,8.70060789821792,6.75401903729857,73.0729872069786
8118,8.70060789821792,6.75401903729857,73.0729872069786
8655,8.62991337632827,6.66453060661507,73.2800097798406
9095,8.81374292137644,6.78448785851245,72.7613312952261
9095,8.81374292137644,6.78448785851245,72.7613312952261
9496,8.7369904637671,6.68793806948548,73.0940674058574
9497,8.73729930399235,6.69051786909182,73.0783075017465
9965,8.85316722300507,6.80354401332809,72.8545538013286
10150,8.83561286583599,6.79085062300782,72.9612431903796
10150,8.83561286583599,6.79085062300782,72.9612431903796
10150,8.83561286583599,6.79085062300782,72.9612431903796
10651,8.77588859541485,6.74010888123364,73.1240551893696
10719,8.74560227108888,6.71279951256709,73.2322776366829
10719,8.74560227108888,6.71279951256709,73.2322776366829
10722,8.73023136162476,6.69726003943827,73.2787829301365
11062,8.67649274522584,6.64739637307865,73.4313177569826
11384,8.71292205404185,6.69798375321786,73.3058179828794
11481,8.70336808070128,6.68773579924816,73.3650628280313
12052,8.71822692797549,6.69619890163969,73.490046465317
12073,8.71973188115878,6.69684584827295,73.498898193024
12148,8.74054568814684,6.72903566793856,73.3345778616023
12148,8.74054568814684,6.72903566793856,73.3345778616023
12166,8.74781177795292,6.73033792029516,73.3320273175378
12166,8.74781177795292,6.73033792029516,73.3320273175378
12324,8.74563237567539,6.72782246534225,73.3696374961882
12324,8.74563237567539,6.72782246534225,73.3696374961882
12454,8.73851807264643,6.73334723581341,73.3848822390618
12631,8.74797114977684,6.73735610155807,73.4166463866686
12631,8.74797114977684,6.73735610155807,73.4166463866686
12706,8.78527463081198,6.77916838084399,73.2434122915059
13055,8.85258632455302,6.82579985271371,73.1019849955644
13060,8.85383686862165,6.8280663239829,73.0960667653351
13122,8.87055554849981,6.8372112284835,73.0958426103202
13122,8.87055554849981,6.8372112284835,73.0958426103202
13457,8.90027607061687,6.89042929665647,72.9314530226005
13459,8.90077370779641,6.88886357758293,72.9467309958128
13459,8.90077370779641,6.88886357758293,72.9467309958128
14024,8.89578784368333,6.87318280891032,73.1157636585965
14057,8.87979379545246,6.85853732017775,73.1657043508825
14057,8.87979379545246,6.85853732017775,73.1657043508825
14092,8.84457183842467,6.83071859404995,73.2261358151737
14156,8.82883650867246,6.8164203215331,73.2762011672538
14156,8.82883650867246,6.8164203215331,73.2762011672538
14156,8.82883650867246,6.8164203215331,73.2762011672538
14800,8.85423030553575,6.84068521077998,73.2764317511322
14800,8.85423030553575,6.84068521077998,73.2764317511322
14808,8.85513856803266,6.84239588420598,73.2507278097332
14894,8.87103447666053,6.85155029539936,73.2305648278019
14894,8.87103447666053,6.85155029539936,73.2305648278019
14894,8.87103447666053,6.85155029539936,73.2305648278019
14960,8.85902533044992,6.83955451034464,73.2693418147982
15250,8.87326905097437,6.86827055966624,73.172099653308
15394,8.86822597253359,6.86287386054241,73.2210859755834
15394,8.86822597253359,6.86287386054241,73.2210859755834
15544,8.89812561150227,6.88952010987126,73.1304561385636
15594,8.86562218460507,6.86305038319671,73.1916455844508
15594,8.86562218460507,6.86305038319671,73.1916455844508
15594,8.86562218460507,6.86305038319671,73.1916455844508
15594,8.86562218460507,6.86305038319671,73.1916455844508
15594,8.86562218460507,6.86305038319671,73.1916455844508
15594,8.86562218460507,6.86305038319671,73.1916455844508
15594,8.86562218460507,6.86305038319671,73.1916455844508
15967,8.89236027453715,6.88693688775995,73.1199320245134
16050,8.9040446802062,6.9003744998141,73.0606523445696
16119,8.90952353777531,6.91382890574891,73.0301674190268
16135,8.90078796049474,6.90711511511183,73.0508253039933
16232,8.90811063604604,6.91867905552869,73.0301891213562
16411,8.90171568477602,6.90541600923284,73.0875229915681
16660,8.85208705674961,6.85525281036002,73.1921439623026
16715,8.8512134618471,6.85440131344791,73.2132079569138
16742,8.83651126205484,6.84155399845343,73.24886300736
17294,8.76869241634343,6.75676038559784,73.6082026471677
17295,8.76888861642587,6.75821551468749,73.5993491023554
17295,8.76888861642587,6.75821551468749,73.5993491023554
17316,8.76159003228674,6.75098431209778,73.6126733099007
17547,8.73778237084572,6.72963760978732,73.7484696237167
18042,8.8128828825373,6.78650699881467,73.5880495958755
18042,8.8128828825373,6.78650699881467,73.5880495958755
18042,8.8128828825373,6.78650699881467,73.5880495958755
18453,8.8172419968871,6.79955177705429,73.5434020597426
18453,8.8172419968871,6.79955177705429,73.5434020597426
18453,8.8172419968871,6.79890481176014,73.5480404719362
18774,8.75932499436556,6.7388224729547,73.7562516199009
18898,8.76801068766387,6.74504463156197,73.7155349010335
18979,8.7750738239912,6.74622455632907,73.7145224871033
19093,8.75269640318255,6.71953448333023,73.7658136386171
19099,8.75269640318255,6.71953448333023,73.7658136386171
19099,8.75269640318255,6.71953448333023,73.7658136386171
19388,8.76198305192198,6.73940050400457,73.7541704264492
19390,8.76442126740754,6.7407671780802,73.7471902671302
19394,8.76442126740754,6.7407671780802,73.7471902671302
20008,8.77100329439393,6.75131575752539,73.7856201837427
20034,8.77282025395099,6.75386824835941,73.7820756222576
20034,8.77282025395099,6.75386824835941,73.7820756222576
20317,8.80754984357117,6.79712220831651,73.6704239670559
20332,8.8074423153141,6.79886755641672,73.657434997578
20384,8.79501780433339,6.78316815287586,73.7364716865834
20684,8.77618375562952,6.77948688412392,73.7745001912533
20763,8.7824756321321,6.78056859134828,73.7862473978396
21009,8.78211024282888,6.77411652823636,73.8330677638742
21157,8.79254419669076,6.78268281346485,73.8247313321442
21452,8.81457772398502,6.79586463542014,73.7736109099581
21465,8.82308754063895,6.80388430447254,73.7528519415774
21615,8.84944020371793,6.82534029163516,73.6593354600945
21615,8.84944020371793,6.82534029163516,73.6593354600945
21625,8.85108926207905,6.82822869328889,73.6515336229372
21625,8.85108926207905,6.82822869328889,73.6515336229372
21625,8.85108926207905,6.82822869328889,73.6515336229372
21910,8.85188738256881,6.83069470184256,73.662034555227
